title,time,type,description,icon
Четыре измерения реальности,,Личный коучинг,"Условно есть четыре измерения реальности:

1. **ЛИЧНОСТЬ.** Внутренний мир. Состояние, ощущения, мысли, идеи, желания.
2. **ДЕЙСТВИЯ**. Активные, сфокусированные, эффективные действия. Просто взять и сделать.
3. **ОТНОШЕНИЯ.** Взаимодействие с людьми, как вы строите отношения, как общаетесь.
4. **СИСТЕМЫ**. Схемы, модели, карты местности – системный взгляд на себя и бизнес, внедрение различных систем.

Через какой квадрант вы обычно смотрите на мир, воспринимаете ситуацию, ищете решение? А какому квадрату вы уделяете меньше внимания, где менее комфортно? Где сейчас максимальный потенциал для развития?

Более подробно практику описывает Филипп Гузенюк [в своем видео.](https://youtu.be/Yi32OXBGFyA)",💬
Арка жизни,,Лидерство,"1. Возьмите бумагу и ручку.
2. Нарисуйте траекторию человека: параболу, арку жизни.
3. Что вы чувствуете?
4. Поставьте на линии точку, где, по вашим ощущениям, вы находитесь сейчас.
5. Что вы чувствуете?
6. Как правило, мы смотрим на жизнь в перспективе периода, а не всей жизни. Один из важных аспектов жизни — способность исходить не из сиюминутных вещей, а удерживать большую перспективу. Когда мы смотрим на жизнь целиком, можем менять ракурс, ставить точку в любом месте по ощущениям. Бывают цели вне линии — как будто не ваши, неестественные. Важно понять, что такое ваша линия, как она ощущается. Когда цели наполненные, они «звенят».
7. «Сходите» в своё прошлое по принципу техники «Перепросмотр». Она заключается в том, чтобы найти в прошлом события, сюжеты, которые содержат в себе «запечатанные файлы» про ваш путь. События, которые проявили вашу суть как лидера. Можно ходить в прошлое семилетними циклами.
8. Разделите вашу линию на семилетние периоды в прошлом:
- в каждом промежутке найдите точки ресурса: где вы максимально проявляете свое лидерство — на них можно строить паттерн. Так приходит понимание, про что вы. Часто сложные решения, принимаемые из маленькой версии себя, «дребезжат» и не работают. В каждый момент времени, в каждой точке важно быть в контакте с мощной версией себя.
- в этих же промежутках вспомните моменты, когда вы себя предавали, сходили с пути. Это точки слабости, когда вы не слышали свою искреннюю ноту. Вспомните, каким образом и когда вы сходили с пути.
1. Поставьте ближайшую точку изменения развития в будущем и все последующие. Какой вы там? Какой образ вам приходит?

**Совет:**

на всех этапах — и в прошлом, и в будущем — хороший способ входа в мощную версию себя — посмотреть, про что вы, например, в 3 года и в 90 лет. Лидер — тот, кому верят. Который мыслит нестандартно: не так, как принято, а тем, что важно ему. Который идет за своими смыслами, действует из контакта с собой. Не убивается о свое несовершенство, а принимает его, по-особенному к нему относится. Проявленность рождается из искренности. Большой взгляд на себя, понимание, какой я — очень важно.",🔮
Три маленьких шага к радости,,Радость,"Только представьте себе вашу жизнь в виде линии, длинной линии, на которой расположены все прекрасные дары жизни. И тогда в любое время вы можете легко продолжить свою жизненную линию, направив ее к радости.

Я каждый день делаю небольшое упражнение; которое считаю очень ценным и рекомендую другим уже много лет.

- Где бы вы ни находились, визуализируйте линию радости, которая тянется от того места, где вы стоите сейчас, до «горизонта нескончаемой радости».
- Бросьте взгляд на эту прекрасную линию перед собой, увидьте ее как яркую палитру разнообразных цветов, золотого блеска, радужных переливов и прочих красочных эффектов, которые вы любите.
- А теперь вспомните три радостных события, которые случились с вами сегодня. Это может быть все, что угодно: от глотка теплого чая или дружеского объятия, или долгожданного спада жары, до удачной шутки, или налаживания глубоких и душевных отношений с родным человеком.
- Сделайте три маленьких шага по этой линии, одновременно вспоминая и заново переживая три радостных момента своей жизни.
- Не забудьте напомнить себе, что завтра вы продолжите путешествие!
- Воспринимайте движение по вашей линии радости как самое глубокое и проникновенное путешествие своей жизни.",🌞
Списки новая версия,,,"1 занятие к 1 году
2 правила к 2 годам
3 вкуса к 3 годам
4 мечты к 4
...
5 желаний к 5 годам
...
15 надежд к 15 годам
20 идей к 20
30 путешествий к 30
40 забот к 40
50 достижений к 50
60 открытий к 60
70 запретов к 70
80 воспоминаний к 80
90 книг к 90
100 ...

Что еще?

- **1 занятие к 1 году**
- **2 правила к 2 годам**
- **3 вкуса к 3 годам**
- **4 мечты к 4**
- **5 желаний к 5 годам**
- **6 друзей к 6 годам**
- **7 навыков к 7 годам**
- **8 приключений к 8 годам**
- **9 интересов к 9 годам**
- **10 уроков к 10 годам**
- **11 книг к 11 годам**
- **12 талантов к 12 годам**
- **13 целей к 13 годам**
- **14 сюрпризов к 14 годам**
- **15 надежд к 15 годам**
- **16 открытий к 16 годам**
- **17 событий к 17 годам**
- **18 увлечений к 18 годам**
- **19 подарков к 19 годам**
- **20 идей к 20**
- **21 решение к 21 году**
- **22 фильма к 22 годам**
- **23 плана к 23 годам**
- **24 мечты к 24 годам**
- **25 воспоминаний к 25 годам**
- **30 путешествий к 30**
- **35 друзей к 35 годам**
- **40 забот к 40**
- **45 приключений к 45 годам**
- **50 достижений к 50**
- **55 советов к 55 годам**
- **60 открытий к 60**
- **65 идей к 65 годам**
- **70 запретов к 70**
- **75 встреч к 75 годам**
- **80 воспоминаний к 80**
- **85 радостей к 85 годам**
- **90 книг к 90**
- **95 мудростей к 95 годам**
- **100 улыбок к 100**",📄
Практики при окончании отношений,,Отношения,"1. **Отношения бывают дороги нам потому, что в них мы имеем возможность быть каким-то особенным собой, которым нам нравится быть.** Когда отношения завершаются, мы на время (или насовсем) теряем возможность быть тем собой, каким мы могли быть в этих отношениях. Мы как бы теряем доступ к важному аспекту себя, от чего жизнь становится беднее, скучнее, тягостнее и т.п.

Поэтому, чтобы сохранить этот доступ, может иметь смысл написать «**портрет**» **этого аспекта себя, который существовал преимущественно в этих отношениях**. Например, можно закончить предложение: «Мне нравилось и было очень важно, что в этих отношениях я мог(ла) быть ________________________». Сколько угодно вариантов, пока не почувствуете, что важное сказано и что-то «сдвинулось». Перечитайте получившийся портрет, как если бы это был портрет дорогого вам друга или младшего брата (или сестры). Подумайте, как бы вы могли в своей жизни организовать пространство, чтобы этот прекрасный человек, которого вы описали, мог жить. (Может быть, это как организовать этому человеку «его комнату» в вашем «внутреннем доме».)

1. **В отношениях у нас всегда есть мечты.** И когда отношения завершаются, нам очень больно терять эти мечты, помимо всего прочего. При этом на разных этапах отношений мечты бывают разными.

Поэтому можно написать **историю отношений через историю мечтаний, с ними связанных.** Например, когда вы встретились с этим человеком, что это был за период в вашей жизни? О чем вы тогда мечтали? Какие вы увидели перспективы отношений с этим человеком в самом начале знакомства? Что хорошего тогда вам давало общение с ним?

Как развивались мечты? Можете ли вы выделить какие-то поворотные точки в истории отношений, когда появлялись какие-то новые мечты?

Взгляните на перечисленные мечтания. С какими ценностями они связаны для вас? (Например, если вы написали «Я мечтала жить вместе с этим человеком», то какая это ценность? Может быть, «совместность», может быть, «свободный телесный диалог», может быть, что-то еще. Найдите свою формулировку.) «Партнерство», «быть родителем», «приключения» и т.п. и т.д. У каждого – свой набор ценностей, связанных с мечтами в отношениях. Подумайте, какие ценности и мечты вам важно было бы сохранить и воплотить в своей жизни, неважно, в этих отношениях или нет. Может быть, они в каком-то частичном виде уже воплощаются в каких-то других отношениях – партнерских-коллегиальных, дружеских, родственных и т.п.

1. **Развод или расставание – это утрата отношений.**  Представьте себе, что «отношения» - это такое живое существо, волшебное, возможно, невероятно милое, прекрасное, могучее и нежное одновременно, а может быть, и капризное, и вредное, и кровососущее, которое в какой-то момент пришло в вашу с тем человеком жизнь и стало вам дорого, некоторое время росло и развивалось, потом что-то случилось, и теперь оно умерло, умирает, в коме или очень плохо себя чувствует. Его очень жалко. Представьте, что у вас есть шанс сказать этому существу все, что хочется, о том, что оно принесло в вашу жизнь. Это может никак не повлиять на жизнь этого существа (она могла уже завершиться), но представьте, что дух этого существа слышит вас. Напишите ему **письмо**.

(очень важно, что это **письмо не человеку, с которым расстались, а именно отношениям**)

1. **Завершение отношений – это «миграция идентичности».** Это процесс перехода из одной «главы жизни» в другую. И некоторое время обязательно будет «пространство между», когда вы «уже не там» и «еще нигде». Прошлое уничтожено, будущее неизвестно, посреди – страшная болтанка и пустота. У разных людей оно занимает разное время, но не меньше трех месяцев. (Вообще, здравая идея – взять вашу оценку времени, которое вам потребуется, чтобы «справиться с этим», и умножить на три. Так меньше вероятность создать себе опыт неудачи и еще и ругать себя за то, что «должна была уже справиться».)

Поэтому в этой «промежуточной зоне», в этом «пространстве между», важно вести **небольшие регулярные записи,** чтобы потом можно было проследить пройденный путь. Эти маленькие записи будут как дощечки, которые вы набрасываете на поверхность болота, чтобы перейти с одного его края на другой.

Писать можно

- о том, что вы все еще можете, несмотря на горечь, боль и чувство потерянности и т.п.
- о том, за что вы благодарны (начиная от самых бытовых вещей, типа наличия полного комплекта ног и рук, крыши над головой и т.п.)
- о том, что хорошего случилось за день
- о том, что в этот день произошло (или вы сделали) такого, что может оказаться важным в будущем (об этой практике недавно [писал у себя на Фэйсбуке Армен Петросян](http://www.facebook.com/photo.php?fbid=10151193319997833&set=a.408013872832.175966.784247832&type=1&permPage=1))
- о каком-то вашем действии, которым вы довольны, и о том, как это действие связано с вашими намерениями, ценностями, смыслами, мечтами и т.п. (так называемая «карта экстернализации инициативы» в нарративной практике).",💬
Карта отношений,,Личный коучинг,"Источник: Гузенюк Филипп

Суть практики — отразить свое окружение и нарисовать свою карту отношений, следуя шагам ниже ⬇️

**1. АУДИТ НАСТОЯЩЕГО**

▪️ Нарисуйте себя и всех людей, которые влияют на ваше состояние, качество жизни и ваш результаты. Близкие, друзья, коллеги, руководители, команда, клиенты, партнеры, учителя, партнеры по развитию и тд

▪️ Вспомните, кого забыли. Добавьте тех, с кем вы уже не общаетесь, но они живут у вас внутри (благодарностью, любовью или злостью и обидой)

▪️ Что видно по карте? Кто ближе, кто дальше, что интересного в получившемся графическом рисунке? Есть ли пустые зоны, группы, разные обозначения? Про что это для вас?

▪️ Отметьте тех, кто скорее дает энергию и тех, кто скорее забирает.

▪️ Отметьте тех, кто вас продвигает, приглашает в будущее, и тех, скорее тянет в прошлое?

▪️ На что похожа ваша карта сейчас, в настоящем? Есть ли какая-то метафора?

**2. СТРАТЕГИИ ОТНОШЕНИЙ**

▪️ Что общего есть в “хороших” отношениях, что объединяет этих людей?

▪️ Как вы себя чувствуете в этих отношениях? Что в вас проявляется?

▪️ Что такого особенного, позитивного и приятного есть в этих отношениях?

▪️ Как вы создаете и поддерживаете эти отношения? На чем фокусируетесь, как общаетесь?

▪️ Что общего в “плохих” для вас отношениях?

▪️ Как вы себя чувствуете, что с вами происходит?

▪️ Что вы делаете или не делаете в этих отношениях?

▪️ Как вы создаете непрозрачность, неоправданные ожидания, давление, неуважение? Как уходите от контакта?

**3. ДИНАМИКА КАРТЫ**

▪️ Кого не хватает в карте? Кто очень нужен, но его нет. Нарисуйте эту фигуру.

▪️ Какие действия просятся?

▪️ С кем стоит общаться больше? Кого приблизить, утеплить отношения?

▪️ С кем важно прояснить отношения? Проговорить напряжения?

▪️ Какие отношения стоит трансформировать или прекратить?

▪️ Кого пора простить? У кого попросить прощения?

▪️ Кого хочется поблагодарить?

**4. НОВЫЙ ОБРАЗ ЖИЗНИ**

Представьте, что вы уже в Новом образе жизни, на следующем уровне. Достигли своих целей, реализовали значимый проект.

▪️ Что меняется в карте, какие еще люди или группы людейдобавляются?

▪️ Что меняется в вас и ваших подходах? Что вы начали делать, а что перестали?

**5. ВЫВОДЫ**

▪️ Что вы понимаете про себя и свою жизнь?

▪️ Что вы планируете сделать – в течение недели и в течение месяца?",💬
Вопросы для разрешения конфликтов,,конфликт,"Tags: конфликт, неудобная ситуация, сильный вопрос

1. В чем истинная причина конфликта для каждой из сторон?
2. Что являлось триггером конфликта для каждой из сторон?
3. Чего на самом деле хочет каждая из сторон?
4. Что теряет или недополучает каждая из сторон, пока происходит конфликт? (как в активной, так и в пассивной фазе конфликта).
5. В чем выгода каждого из участников находиться в этом конфликте?
6. Если ли какая-нибудь общая цель у обоих участников конфликта, по сравнению с которой конфликт не выгоден?
7. Есть ли фактор обиды в этом конфликте? Кто и чем обидел друг-друга?
8. Какие точки согласия и несогласия есть в этом конфликте?
9. Как каждая из сторон проявляет этот конфликт (между собой и за пределами взаимодействия двух сторон).
10. Что может помочь разрешить конфликт прямо сейчас?
11. Я не могу или я не хочу уступить второй стороне в рамках данного конфликта?
12. Кто может помочь нам разрешить данный конфликт?
13. Истинная проблема в нежелании договариваться в принципе или же пока просто не достигнуты приемлемые условия?
14. Понимаю ли я все аргументы и мотивы второй стороны в рамках данного конфликта?",💬
Письмо себе из прошлого года в будущий,,планирование,"Tags: планирование, подведение итогов

Можно себе из прошлого года написать в нынешний:

- за что я особенно благодарна себе в прошедшем году;
- к каким важным целям благодаря этим поступкам/выборам, за которые благодарна, я приблизилась;
- чего год назад я бы даже ожидать не могла, а оно случилось и теперь есть;
- что в этом году меня особенно радовало, что делало этот год хорошим;
- про что бы я себе посочувствовала, обняла и погладила по голове; про что можно выдохнуть «хорошо, что это позади».

Это способ и подвести итоги, и присвоить их, и сделать это тепло, ощущая связь с живой прошлой собой.",🎯
Семь ступеней заботы о себе,,Забота о себе,"### **Окружение**

Когда мы говорим о самой примитивной заботе о себе, что ты представляешь? На данном уровне — это вещи, предметы, люди. Здесь мы отвечаем на вопрос: **кто или что влияет на мою заботу о себе?**

Например:

- вода;
- ванна с солью в промозглый вечер;
- массаж, баня, самомассаж;
- pranamat eco;
- вкусная, полезная, свежая еда;
- гирлянды на окнах в течение всей тёмной половины года;
- иногда роза под настроение;
- удобное рабочее место;
- сон;
- физкультура;
- удобная одежда и обувь;
- громкость звуков, которые нас окружают;
- витамины;
- природа в доступе.

Дополни своими пунктами. Здесь у нас будут только существительные.

### **Действия**

На следующей ступени мы начинаем что-то делать. Тут у нас появляются глаголы. И на этом уровне мы отвечаем на вопрос: **что я делаю, какие действия предпринимаю, когда забочусь о себе?**

Напоминаю: именно и только о себе.

- кормлю себя;
- укладываю спать;
- работаю, отдыхаю;
- гуляю, тренируюсь;
- записываюсь на массаж.

Запиши свои глаголы действий. И обрати внимание: на этом уровне

они пока без подробностей. Можно сказать, куцые.

### **Стратегии**

А вот на этом уровне появляются подробности. И это становится интересно! Тут мы отвечаем на вопрос: **как именно я забочусь о себе?**

И помогают нам в этом различные оттенки, критерии, наречия.

Например:

- Когда я забочусь о себе, я ложусь спать до полуночи и просыпаюсь

в 7-8 часов утра, бодрая и весёлая;

- Когда я забочусь о себе, я работаю блоками. И моё рабочее время

не превышает четырёх-пяти часов в день;

- Когда я забочусь о себе, я работаю без отвлечений на раздражители, поэтому успеваю сделать очень много за короткий рабочий день;
- Я записываю себя на массаж в удобное мне время.

Неудобное — даже не рассматриваю;

- Важный пункт про детей: когда женщина заботится о себе, она укладывает детей пораньше, чтобы у неё осталось время на себя. Польза от этого и им, и ей. Все отдохнувшие завтра будут!

Понятно, что мы делаем на этом шаге? Он очень духоподъёмный, и тут уже многое становится понятно. Приятных или уточняющих тебе открытий.

Но и это ещё не всё! Двигаемся дальше.

### **Убеждения**

На этом уровне мы посмотрим, какие у тебя есть поддерживающие убеждения, чтобы заботиться о себе с удовольствием и без сопротивления.

Убеждения — это то, во что мы верим. Искренне, всей собой!

И наша реальность именно из этих верований и произрастает. Нас сейчас интересует та часть убеждений, которые ресурсные и поддерживающие.

**Когда ты заботишься о себе, во что ты веришь?**

- Веришь ли ты, что жизнь отдохнувшего человека более счастливая, чем человека, выгоревшего от постоянных перегрузок?
- Веришь ли ты, что мамина забота о себе влияет на качество жизни

её детей? Причём и сейчас, и в будущем, потому что именно это

их уровень нормы?

- Веришь ли ты, что 15 минут вечерней ванны с солью и маслами добавляют +100 баллов к качеству сна?
- Веришь ли ты, что легализация заботы о себе важна для тебя? Это

и тактическое решение, дающее быстрые результаты, и стратегическое

решение, формирующее качество жизни на годы вперёд?

- Веришь ли ты, что можешь управлять своей жизнью, чтобы заботы

о себе в ней стало ровно столько, сколько тебе нужно?

Возможно, ты спросишь: зачем вообще все это? Ведь это может быть очень затруднительно перестраивать. Затем, чтобы создать новый уровень нормы. И ещё на несколько шагов приблизиться к жизни своей мечты.

Потому что моё личное убеждение: каждая из нас может жить жизнью своей мечты.

А может быть, ты уже так живёшь? Счастливая ты женщина! И ведь это

**ты** последовательно и пошагово её выстроила. Осознанно или нет,

но ты – невероятная умница!

Если же ты ещё строишь свою идеальную жизнь — знай, мы с тобой в одной лодке! Я тоже сейчас в этом процессе. Он мне невероятно нравится. Потому что это как переезд в новый дом. Обустройство и кайф нового этапа жизни. Ну чудесно же!

Запиши те свои убеждения, которые помогают тебе заботиться о себе. Пусть их получится 7-10 штук.

### **Ценности**

Тут ты можешь открыть любую таблицу ценностей, их существует огромное множество. И просто выбрать те, которые сейчас тебя напитывают ресурсом и радостью, те, которые тебе реально от души нравятся.

**Что ценно для меня, когда я забочусь о себе?**

- Доверие себе
- Мои личные границы
- Моя бодрость
- Весёлое состояние
- Лёгкость, радость, игривость
- Забота о себе. Уровень моей жизнерадостности значительно выше

с ней

- Ответственность. Мне легче следовать этой ценности, когда я в порядке и позаботилась о себе.

Напиши 7–10 ценностей, на которые напрямую влияет твоя забота о себе. Сделай это с любовью и с вниманием. И твои крылья распахнутся

во всю ширь!

### **Личностное своеобразие**

И вот когда ты прописала все предыдущие шаги, каким человеком ты себя чувствуешь? Прочитай сейчас все записи подряд, единым текстом. Прочувс-твуй, что с тобой происходит, какие чувства рождаются. И как ты можешь назвать себя одним-двумя словами? Это какая-то твоя роль. Кто ты?

У меня тут получилось, что я львица-тигрица-победительница! Раньше

я себя так только в шутку называла, а сейчас вдруг понимаю, что могу даже опираться на такое внутреннее представление о себе! О как! А тебя как зовут теперь? Какое у тебя появилось имя на этом этапе?

### **Миссия**

И когда ты собрала все предыдущие материалы о себе — что-то ты очень хорошо о себе знала, а что-то, возможно, стало инсайтом — давай заглянем дальше!

- В каких твоих больших жизненных задачах и целях забота о себе будет помогать?
- Какие такие жизненные цели ты можешь теперь достигнуть, когда забота о себе легализована?
- И как эти твои правила заботы о себе повлияют в лучшую сторону на твоих домашних, близких, партнёров, детей?
- Какого качества «круги по воде» теперь будут расходиться от тебя? Какую энергию люди будут чувствовать от тебя?

Если у тебя тут получилась вдохновляющая история, от которой расправ-ляются крылья за спиной, — это ровно тот эффект от практики, который

я и планировала!

Побудь в этом состоянии столько, сколько тебе сейчас будет достаточно.

И возвращайся в свой реальный мир. Надеюсь, что теперь ты будешь видеть свою жизнь через этот прекрасный фильтр.

Спойлер: конечно, тут я рассчитываю, что у тебя получится мегаресурсная картина твоего прекрасного, совсем близкого будущего! Поэтому если вдруг где-то фонит что-то не очень приятное, вернись на тот шаг, откуда тянется это ощущение. Силой активного воображения переделай там кусочек своей истории на более напитанную оптимизмом.

### **А теперь поисследуй свои семь ступеней с помощью ручки и блокнота:**

- Получилось ли прочувствовать, какую большую ценность несёт твоя забота о себе не только тебе, но и важным людям в твоей жизни?
- Какие 4 пункта из всего перечисленного в практике ты берёшь сейчас в свой To Do List на ближайшие дни?
- Придумай какой-то амулет или артефакт для твоей миссии. И «заряди» его всеми своими эмоциями, которые ты прочувствовала в пиковом моменте! Немного поколдуем с тобой.
- Запиши 7 приятных изменений в твоей реальной жизни и в отношениях с важными людьми, когда ты стала больше заботиться о себе.",❤️
Звезда осознанности,,Личный коучинг,"Осознанное лидерство — это борьба с автоматизмами и
бессмысленными действиями. Как этого достичь? Через развитие осознанности.

И это термин не из мира эзотерики и не из каких-то курсов о наставничестве об успешном успехе.

Каждый в любой момент может проверить свою осознанность. Давайте назовем это методикой  звезды, которая включает 5 граней:

⭐ Грань физической осознанности: показывает, насколько вы понимаете свое тело, находитесь с ним в контакте и умеете его слушать —давать вовремя нагрузку или расслабление.

⭐ Грань эмоциональной осознанности: указывает на степень понимания своих эмоций и умение ими управлять. Это знание причин своих негативных эмоций и источников позитивных.

⭐ Грань энергетической осознанности: лидеру нужно четко понимать, что забирает энергию, а что, наоборот, дает. Исключать токсичность из окружения, выбирать источники ресурсного состояния — это не следование каким-то трендам, это выбор в пользу себя и своего здоровья.

⭐ Грань духовной осознанности: здесь стоит вопрос о миссии и предназначении. Лидеру важно иметь четкий ответ на вопрос: «Зачем я это делаю?».

⭐ Грань интеллектуальной осознанности: тут про понимание того, что нам дала природа, потенциал, который мы можем по достоинству использовать, свои сильные стороны.

Подобная #техника оценки помогает в достижении состояния осознанности, а  от четкого понимания себя становится проще взаимодействовать с миром. Все логично)",🧘‍♀️
Рефлексия профессиональная в конце периода,,Личный коучинг,"*Как часто вы садитесь и рефлектируете над своими изменениями именно в роли фасилитатора?*

Мы часто уходим в сессии, их подготовку и анализ, но сегодня хотелось бы вернуть вас и к себе и дать вам пространство для осознания своего опыта и усиления своей фасилитаторской позиции

**Предлагаю провести небольшую «самосупервизию» через вопросы ниже:**

*Вы можете выбрать промежуток времени с вашей последней рефлексии*

✨Представьте, что год назад, к вам подошла бы нынешняя версия вас и сказала, на каком вы сейчас этапе и чего достигли. Как бы вы отреагировали? Что бы себе сказали? Удивились бы / порадовались / расстроились или для вас это было бы очевидным?

✨Что нового вы узнали о себе? Как через опыт раскрылись ваши ценности? Что для вас стало важным или крайне важным?

Обнаружили ли вы новые для себя ценности? Всегда ли вы действовали в соответствии с ними?

✨Самые сложные препятствия с которыми вы столкнулись? Как вы их преодолели или планируете преодолеть? Что больше всего может вам в этом помочь?

✨Что бы вы поменяли если бы предоставилась возможность пройти опыт с самого начала?

✨Кто или что оказало на меня наибольшее влияние? А на кого или на что оказали наибольшее влияние вы?

✨Какую обратную вы получали? Какие в ней есть совпадения? На чем стоит капитализировать а над чем вам стоит поработать? Какая обратная связь дала наибольший отклик?

✨Если бы вы могли сравнить себя или свой опыт с метафорой? Что бы это было?

✨Было ли что-то чего вы от себя не ожидали?",📓
